marka;model;rok_prod;paliwo;przebieg;pojemnosc;skr_bie;kolor;stan;cena;kraj;link
Audi;A4;2010;Benzyna ;203783;2000;Automatyczna;Bia³y;U¿ywane;42778;USA;https://www.cars.com/vehicledetail/517a8a48-efc7-4c51-90e6-3ea601f37963/?results_page_number=7&search_instance_id=860c8b9e-d8dd-4bfd-9eb6-869aa313b77c&search_zipcode=&vertical_position=7&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;83726;2000;Automatyczna;Czarny;U¿ywane;120306;USA;https://www.cars.com/vehicledetail/40bd8130-e2b3-47ea-ba48-f995a9bc24e5/?results_page_number=7&search_instance_id=860c8b9e-d8dd-4bfd-9eb6-869aa313b77c&search_zipcode=&vertical_position=8&web_page_type=shopping%2Fsearch-results
Audi;A4;2003;Benzyna ;288554;3000;Automatyczna;Czerwony;U¿ywane;9801;USA;https://www.cars.com/vehicledetail/b9297ef8-0557-49b8-b04c-020eb52f323a/?results_page_number=7&search_instance_id=860c8b9e-d8dd-4bfd-9eb6-869aa313b77c&search_zipcode=&vertical_position=9&web_page_type=shopping%2Fsearch-results
Audi;A4;2021;Benzyna ;18114;2000;Automatyczna;Bia³y;U¿ywane;183954;USA;https://www.cars.com/vehicledetail/46a6a49c-051f-429c-a8b0-027ed8ccf002/?results_page_number=7&search_instance_id=860c8b9e-d8dd-4bfd-9eb6-869aa313b77c&search_zipcode=&vertical_position=10&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;38181;2000;Automatyczna;Szary;U¿ywane;136082;USA;https://www.cars.com/vehicledetail/4ca2f26b-5c8c-4bbd-bbdc-182cdf5542d1/?results_page_number=7&search_instance_id=860c8b9e-d8dd-4bfd-9eb6-869aa313b77c&search_zipcode=&vertical_position=12&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;36911;2000;Automatyczna;;U¿ywane;179289;USA;https://www.cars.com/vehicledetail/f5082f70-72d0-4714-869b-fca23d81da22/?results_page_number=7&search_instance_id=860c8b9e-d8dd-4bfd-9eb6-869aa313b77c&search_zipcode=&vertical_position=13&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;61713;2000;Automatyczna;Srebrny;U¿ywane;139720;USA;https://www.cars.com/vehicledetail/fac0d05e-dd85-447c-8fc3-caef9729c25e/?results_page_number=7&search_instance_id=860c8b9e-d8dd-4bfd-9eb6-869aa313b77c&search_zipcode=&vertical_position=14&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;146394;2000;Automatyczna;Srebrny;U¿ywane;96295;USA;https://www.cars.com/vehicledetail/3bcaee6d-78f7-4145-bc89-8045f61d63d2/?results_page_number=7&search_instance_id=860c8b9e-d8dd-4bfd-9eb6-869aa313b77c&search_zipcode=&vertical_position=15&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;57657;2000;Automatyczna;Szary;U¿ywane;117460;USA;https://www.cars.com/vehicledetail/5bae2105-235f-421c-a520-a69412047522/?results_page_number=7&search_instance_id=860c8b9e-d8dd-4bfd-9eb6-869aa313b77c&search_zipcode=&vertical_position=16&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;69375;2000;Automatyczna;Szary;U¿ywane;127330;USA;https://www.cars.com/vehicledetail/10922d7c-a837-4962-8e72-073dcba1eb3a/?results_page_number=7&search_instance_id=860c8b9e-d8dd-4bfd-9eb6-869aa313b77c&search_zipcode=&vertical_position=17&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;60720;2000;Automatyczna;Niebieski;U¿ywane;113385;USA;https://www.cars.com/vehicledetail/32f57570-1388-472e-b748-f1aceea4bd12/?results_page_number=7&search_instance_id=860c8b9e-d8dd-4bfd-9eb6-869aa313b77c&search_zipcode=&vertical_position=18&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;36471;2000;Automatyczna;Czarny;U¿ywane;148944;USA;https://www.cars.com/vehicledetail/c4b33330-b627-496c-99a0-c63e1187ab11/?results_page_number=7&search_instance_id=860c8b9e-d8dd-4bfd-9eb6-869aa313b77c&search_zipcode=&vertical_position=19&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;37363;2000;Automatyczna;Bia³y;U¿ywane;139930;USA;https://www.cars.com/vehicledetail/ffc337ff-c071-4424-b9e1-57448fe8d43b/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=1&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;70925;2000;Automatyczna;Niebieski;U¿ywane;143358;USA;https://www.cars.com/vehicledetail/faf242c6-0a0e-4853-aa58-fe5edba75b36/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=3&web_page_type=shopping%2Fsearch-results
Audi;A4;2015;Etanol ;171959;2000;Automatyczna;Czarny;U¿ywane;74185;USA;https://www.cars.com/vehicledetail/c71848f1-95e9-4ca2-988c-efb027b2d465/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=5&web_page_type=shopping%2Fsearch-results
Audi;A4;2012;Benzyna ;152879;2000;Automatyczna;Bia³y;U¿ywane;55618;USA;https://www.cars.com/vehicledetail/a7e9fa63-3f1c-4671-b049-1fe4f701ec8a/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=6&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;56553;2000;Automatyczna;Szary;U¿ywane;115127;USA;https://www.cars.com/vehicledetail/a56480fe-fa89-4948-9f67-121877f2d686/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=7&web_page_type=shopping%2Fsearch-results
Audi;A4;2021;Benzyna ;6556;2000;Automatyczna;Niebieski;U¿ywane;185495;USA;https://www.cars.com/vehicledetail/30950d61-711a-4fe5-a382-4249d206cb95/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=8&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;35430;2000;Automatyczna;Szary;U¿ywane;121980;USA;https://www.cars.com/vehicledetail/72ef9b31-0885-451a-9028-39dc70248869/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=9&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;51802;2000;Automatyczna;Czarny;U¿ywane;132628;USA;https://www.cars.com/vehicledetail/6c0b1595-ee28-456f-a922-8853154d52bc/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=10&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;139062;2000;Automatyczna;Szary;U¿ywane;106978;USA;https://www.cars.com/vehicledetail/fd33c74f-7d97-4235-ad45-3fafbf040d7f/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=11&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;92911;2000;Automatyczna;Czarny;U¿ywane;111066;USA;https://www.cars.com/vehicledetail/e8f960de-fdc2-4197-b04e-32cf6a109c9b/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=12&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;130550;2000;Automatyczna;Srebrny;U¿ywane;98418;USA;https://www.cars.com/vehicledetail/31a3f404-bba5-4f37-932b-8ccd73e73d77/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=13&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;106985;2000;Automatyczna;Bia³y;U¿ywane;116933;USA;https://www.cars.com/vehicledetail/d4109dba-0277-41f4-b58f-fd74241d5c46/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=14&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;65731;2000;Automatyczna;Szary;U¿ywane;148254;USA;https://www.cars.com/vehicledetail/8cd4f4db-08c8-4d20-9b6b-b4d340e7e1c4/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=15&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;33298;2000;Automatyczna;Czarny;U¿ywane;141218;USA;https://www.cars.com/vehicledetail/a54af6e8-d96c-4482-b792-faa39f42818c/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=16&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;101876;2000;Automatyczna;Czarny;U¿ywane;102698;USA;https://www.cars.com/vehicledetail/6e1e8154-de48-4035-bf61-b81fc38ffed4/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=17&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;51797;2000;Automatyczna;Szary;U¿ywane;135200;USA;https://www.cars.com/vehicledetail/c48146ac-108a-4b03-8ad2-e2768d5b7149/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=18&web_page_type=shopping%2Fsearch-results
Audi;A4;2021;Benzyna ;19059;2000;Automatyczna;Czarny;U¿ywane;187451;USA;https://www.cars.com/vehicledetail/92d694da-ed44-4ad9-92aa-9f751ac91b3f/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=19&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;22656;2000;Automatyczna;Niebieski;U¿ywane;145490;USA;https://www.cars.com/vehicledetail/7c2d5c2b-2fb9-4411-a57e-b6091e96d91e/?results_page_number=8&search_instance_id=a141828f-d65f-40a2-8263-0a8dea312431&search_zipcode=&vertical_position=20&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;38640;2000;Automatyczna;Srebrny;U¿ywane;151940;USA;https://www.cars.com/vehicledetail/d144e67a-40b7-4f01-a34c-fee41a723422/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=1&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;21436;2000;Automatyczna;Szary;U¿ywane;170232;USA;https://www.cars.com/vehicledetail/38a3cd6b-acea-4456-b868-f901d9c18aab/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=2&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;25349;2000;Automatyczna;Szary;U¿ywane;171187;USA;https://www.cars.com/vehicledetail/2886732f-e26a-4c22-8031-717411a3b232/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=3&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;55920;2000;Automatyczna;Szary;U¿ywane;110210;USA;https://www.cars.com/vehicledetail/ff575bd3-7bc0-4c60-a386-3ef9ad3ce494/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=4&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;144010;2000;Automatyczna;Bia³y;U¿ywane;86006;USA;https://www.cars.com/vehicledetail/0bd5af86-b3fa-4e88-839a-dbd71d89e954/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=6&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;126238;2000;Automatyczna;Srebrny;U¿ywane;112619;USA;https://www.cars.com/vehicledetail/16bb3de9-c779-45f2-9917-bcf614bfa82e/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=7&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;60559;2000;Automatyczna;Niebieski;U¿ywane;142789;USA;https://www.cars.com/vehicledetail/fa75a032-50e0-48b3-a0e8-7e707530101e/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=8&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;111644;2000;Automatyczna;Czarny;U¿ywane;106978;USA;https://www.cars.com/vehicledetail/c288b846-366a-4134-8669-340417db5bab/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=9&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;45157;2000;Automatyczna;Bia³y;U¿ywane;141205;USA;https://www.cars.com/vehicledetail/42408e37-a5c1-449d-a3bb-d0b618892858/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=10&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;40163;2000;Automatyczna;Czarny;U¿ywane;139095;USA;https://www.cars.com/vehicledetail/04523b5e-6471-4e21-b7d9-482330bed20e/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=11&web_page_type=shopping%2Fsearch-results
Audi;A4;2015;Etanol ;55134;2000;Automatyczna;Niebieski;U¿ywane;107000;USA;https://www.cars.com/vehicledetail/61ee52bd-3ee7-4b83-9534-3c736f2c93b8/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=12&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;58920;2000;Automatyczna;Bia³y;U¿ywane;124081;USA;https://www.cars.com/vehicledetail/ec8caaec-58a6-4cf4-9902-6d2bc0e9131a/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=13&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;51512;2000;Automatyczna;Czarny;U¿ywane;143350;USA;https://www.cars.com/vehicledetail/7c6853fc-e184-4841-9998-42a43f995f0c/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=14&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;110731;2000;Automatyczna;Czarny;U¿ywane;119797;USA;https://www.cars.com/vehicledetail/e0603108-982f-4faa-9fd8-760054ac45bc/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=15&web_page_type=shopping%2Fsearch-results
Audi;A4;2015;Etanol ;131735;2000;Automatyczna;Srebrny;U¿ywane;85578;USA;https://www.cars.com/vehicledetail/b06c42d5-4e7b-4677-8a63-8a9f4f382cea/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=16&web_page_type=shopping%2Fsearch-results
Audi;A4;2015;Etanol ;148977;2000;Automatyczna;;U¿ywane;81285;USA;https://www.cars.com/vehicledetail/693d634a-7c1d-47eb-8dde-b1d2d00ef96b/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=17&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;19874;2000;Automatyczna;Czerwony;U¿ywane;149765;USA;https://www.cars.com/vehicledetail/b9698a53-c914-4b10-9c74-b406888c83b4/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=18&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;106226;2000;Automatyczna;Szary;U¿ywane;102698;USA;https://www.cars.com/vehicledetail/a6c44187-100d-414b-bb46-ebcac2853145/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=19&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;65016;2000;Automatyczna;Czarny;U¿ywane;143709;USA;https://www.cars.com/vehicledetail/1a8629b4-345b-4240-9f90-5381e8c17081/?results_page_number=9&search_instance_id=23819199-4649-433d-94bb-29fb4a3db290&search_zipcode=&vertical_position=20&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;19695;2000;Automatyczna;Szary;U¿ywane;153202;USA;https://www.cars.com/vehicledetail/0580955e-1a66-4e75-8afa-78914f674853/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=1&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;71114;2000;Automatyczna;Szary;U¿ywane;110852;USA;https://www.cars.com/vehicledetail/a2121f81-e816-4452-bf57-45b3a634b224/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=2&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;97862;2000;Automatyczna;Srebrny;U¿ywane;121975;USA;https://www.cars.com/vehicledetail/5f5a10c8-7976-4179-b1f1-0b0fe71244a2/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=3&web_page_type=shopping%2Fsearch-results
Audi;A4;2021;Benzyna ;11829;2000;Automatyczna;Bia³y;U¿ywane;194500;USA;https://www.cars.com/vehicledetail/673f435f-9b46-48f5-9971-d37960b7d63b/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=4&web_page_type=shopping%2Fsearch-results
Audi;A4;2021;Benzyna ;9861;2000;Automatyczna;Czarny;U¿ywane;192133;USA;https://www.cars.com/vehicledetail/fdd23ef0-6566-4dd8-9d9e-5e054742517f/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=5&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;28293;2000;Automatyczna;Srebrny;U¿ywane;162169;USA;https://www.cars.com/vehicledetail/70ba91c3-664d-4264-802f-7cac3003c221/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=6&web_page_type=shopping%2Fsearch-results
Audi;A4;2021;Benzyna ;10265;2000;Automatyczna;Czarny;U¿ywane;196841;USA;https://www.cars.com/vehicledetail/212d7c7c-8fb3-43f1-8eb4-7f7ad6b67f4e/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=7&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;41053;2000;Automatyczna;Czarny;U¿ywane;192514;USA;https://www.cars.com/vehicledetail/f0eb0976-5734-4a6e-8f25-41e739326601/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=8&web_page_type=shopping%2Fsearch-results
Audi;A4;2015;Etanol ;159997;2000;Automatyczna;Czarny;U¿ywane;72755;USA;https://www.cars.com/vehicledetail/7320d8c6-28ca-4c58-a8b7-7e20ab45aeb7/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=9&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;120544;2000;Automatyczna;Szary;U¿ywane;119840;USA;https://www.cars.com/vehicledetail/75de021d-9f28-4cac-b54b-25df769e1453/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=10&web_page_type=shopping%2Fsearch-results
Audi;A4;2020;Benzyna ;26380;2000;Automatyczna;Bia³y;U¿ywane;185465;USA;https://www.cars.com/vehicledetail/16420471-a8ff-44df-85a8-2b6ba5245c2e/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=11&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;33275;2000;Automatyczna;Czarny;U¿ywane;141201;USA;https://www.cars.com/vehicledetail/45302eb7-c2d2-4065-9228-e192baa6455f/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=12&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;18633;2000;Automatyczna;Szary;U¿ywane;136938;USA;https://www.cars.com/vehicledetail/c16bf5aa-5612-43ff-9b62-4d062881ee45/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=13&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;149875;2000;Automatyczna;Czarny;U¿ywane;109140;USA;https://www.cars.com/vehicledetail/4a3c424d-8c59-4396-acde-654a07605ca9/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=14&web_page_type=shopping%2Fsearch-results
Audi;A4;2016;Etanol ;118509;2000;Automatyczna;Szary;U¿ywane;89066;USA;https://www.cars.com/vehicledetail/395cec5d-48bf-4186-a446-0b8e7c81eeab/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=15&web_page_type=shopping%2Fsearch-results
Audi;A4;2016;Benzyna ;155341;2000;C;;U¿ywane;74900;USA;https://www.cars.com/vehicledetail/968e680f-f1d3-412b-a0e5-d55253ce6513/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=16&web_page_type=shopping%2Fsearch-results
Audi;A4;2021;Benzyna ;11597;2000;Automatyczna;Szary;U¿ywane;202418;USA;https://www.cars.com/vehicledetail/76230b63-801a-43f4-a6e3-23e2e85bfa4f/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=17&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;72212;2000;Automatyczna;Niebieski;U¿ywane;135248;USA;https://www.cars.com/vehicledetail/23413a8c-74ab-415b-bb84-2e99119ac1d8/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=18&web_page_type=shopping%2Fsearch-results
Audi;A4;2013;Benzyna ;261945;2000;Automatyczna;Czarny;U¿ywane;64589;USA;https://www.cars.com/vehicledetail/68d4c449-5056-46be-bbc0-3da83a1dae1b/?results_page_number=10&search_instance_id=eab9adec-854c-4cd6-9560-885930a4d619&search_zipcode=&vertical_position=19&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;124901;2000;Automatyczna;Czarny;U¿ywane;82565;USA;https://www.cars.com/vehicledetail/3d52225e-4b60-468c-be3e-bc1e3eb04868/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=1&web_page_type=shopping%2Fsearch-results
Audi;A4;2009;Benzyna ;142462;2000;Automatyczna;Bia³y;U¿ywane;55618;USA;https://www.cars.com/vehicledetail/c3ac190f-1adb-44a4-addd-c4d461671df1/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=2&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;42486;2000;Automatyczna;Czarny;U¿ywane;145515;USA;https://www.cars.com/vehicledetail/eb6291a1-b00c-476b-8764-3d3a1d81b308/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=4&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;51618;2000;Automatyczna;Bia³y;U¿ywane;115508;USA;https://www.cars.com/vehicledetail/805f1b16-6762-4c6e-afac-93559e2ddf1e/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=6&web_page_type=shopping%2Fsearch-results
Audi;A4;2017;Benzyna ;112600;2000;Automatyczna;Niebieski;U¿ywane;126251;USA;https://www.cars.com/vehicledetail/4b24033c-33b3-4a67-bf39-b50fe20a1f24/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=7&web_page_type=shopping%2Fsearch-results
Audi;A4;2021;Benzyna ;15844;2000;Automatyczna;Szary;U¿ywane;184040;USA;https://www.cars.com/vehicledetail/3915be11-7736-48ce-9d2b-a23c3f55ae82/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=8&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;49873;2000;Automatyczna;Bia³y;U¿ywane;143375;USA;https://www.cars.com/vehicledetail/6a6632c6-3361-4453-878b-40b139577115/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=9&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;40150;2000;Automatyczna;Czerwony;U¿ywane;141235;USA;https://www.cars.com/vehicledetail/c33ed4e1-ec17-4ecb-9373-baf71a9c0128/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=10&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;37135;2000;Automatyczna;Srebrny;U¿ywane;175471;USA;https://www.cars.com/vehicledetail/706a9a7e-601b-4b70-afd0-a294af025e24/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=11&web_page_type=shopping%2Fsearch-results
Audi;A4;2015;Etanol ;123139;2000;Automatyczna;Bia³y;U¿ywane;89858;USA;https://www.cars.com/vehicledetail/49127b5d-d9ef-493b-b439-1999e2b4f0f7/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=12&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Inne ;39371;2000;Automatyczna;Czarny;U¿ywane;149782;USA;https://www.cars.com/vehicledetail/05a4d5df-327c-4497-b425-130b83a6986b/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=13&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;66189;2000;Automatyczna;Bia³y;U¿ywane;144184;USA;https://www.cars.com/vehicledetail/bf65ac63-035a-417c-8f21-6eae3b5af18f/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=14&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;37515;2000;Automatyczna;Niebieski;U¿ywane;157414;USA;https://www.cars.com/vehicledetail/e49e255a-facd-4ec5-88b4-9f97a1cae63d/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=15&web_page_type=shopping%2Fsearch-results
Audi;A4;2018;Benzyna ;38007;2000;Automatyczna;Szary;U¿ywane;145498;USA;https://www.cars.com/vehicledetail/e7ff1a9c-4fb2-4e13-bcd4-e3d5f50c986e/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=16&web_page_type=shopping%2Fsearch-results
Audi;A4;2019;Benzyna ;70012;2000;Automatyczna;Czerwony;U¿ywane;113770;USA;https://www.cars.com/vehicledetail/0d2fd6e7-0e32-45d7-a66a-a1d23ee806e7/?results_page_number=11&search_instance_id=251b7576-5544-4a71-a67c-00e81e4370b9&search_zipcode=&vertical_position=17&web_page_type=shopping%2Fsearch-results
